Era{0}: --------------------
(0.998685, 0.997431)
(1.002846, 1.005439)
(1.001215, 1.002967)
(0.998044, 0.996240)
(0.996564, 0.992906)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997125, 0.994036)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.002713, 1.005327)
(1.002313, 1.004441)

Era{155}: --------------------
(0.999171, 0.997849)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.002846, 1.005439)
(1.001215, 1.002967)
(0.998044, 0.996240)
(0.996564, 0.992906)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997125, 0.994036)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.002713, 1.005327)
(1.002313, 1.004441)

Era{156}: --------------------
(0.997191, 0.994791)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.002364, 1.004508)
(1.001215, 1.002967)
(0.998044, 0.996240)
(0.996564, 0.992906)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997125, 0.994036)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.002713, 1.005327)
(1.002313, 1.004441)

Era{157}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.002364, 1.004508)
(1.003195, 1.006658)
(0.998044, 0.996240)
(0.996564, 0.992906)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997125, 0.994036)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.002713, 1.005327)
(1.002313, 1.004441)

Era{158}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.002364, 1.004508)
(1.003899, 1.007869)
(0.998044, 0.996240)
(0.996564, 0.992906)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997125, 0.994036)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{159}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(0.996776, 0.993596)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997792, 0.995842)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{160}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(0.996776, 0.993596)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.997792, 0.995842)
(1.000627, 1.001313)
(0.997546, 0.995120)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{161}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(1.000464, 1.001049)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(0.999225, 0.998537)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{162}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(0.999225, 0.998537)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{163}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.001937, 1.003877)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{164}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.001057, 1.001992)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(1.001695, 1.003422)

Era{165}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.001057, 1.001992)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{166}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.003899, 1.007869)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.002017, 1.004205)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{167}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.002747, 1.005761)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.000058, 1.000225)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{168}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.002747, 1.005761)
(0.998044, 0.996240)
(1.001028, 1.001958)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.000058, 1.000225)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.998556, 0.996977)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{169}: --------------------
(0.998980, 0.998043)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.002747, 1.005761)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.000058, 1.000225)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.999648, 0.999119)
(0.999303, 0.998284)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{170}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(1.002747, 1.005761)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.000058, 1.000225)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.999648, 0.999119)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(1.001851, 1.003847)
(0.998910, 0.997737)

Era{171}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000511, 1.000904)
(0.998402, 0.996936)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(1.000971, 1.002042)
(1.000058, 1.000225)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.999648, 0.999119)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{172}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000892, 1.001840)
(0.998402, 0.996936)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(0.999648, 0.999119)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{173}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000892, 1.001840)
(0.998402, 0.996936)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{174}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000892, 1.001840)
(0.998402, 0.996936)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{175}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(0.998685, 0.997431)
(1.000892, 1.001840)
(0.998402, 0.996936)
(0.998044, 0.996240)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{176}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{177}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(0.998910, 0.997737)

Era{178}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(1.000157, 1.000412)
(1.000972, 1.002067)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{179}: --------------------
(1.000215, 1.000467)
(1.001968, 1.004224)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{180}: --------------------
(1.000215, 1.000467)
(0.998509, 0.997099)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000702, 1.001461)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000032, 1.000149)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{181}: --------------------
(1.000215, 1.000467)
(0.998509, 0.997099)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{182}: --------------------
(1.000215, 1.000467)
(0.998509, 0.997099)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{183}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{184}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000632, 1.001172)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.001024, 1.001932)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{185}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000955, 1.001915)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{186}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(1.000780, 1.001742)
(1.000955, 1.001915)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{187}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000955, 1.001915)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(0.999307, 0.998555)
(1.000658, 1.001262)
(0.998671, 0.997250)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.998523, 0.997126)
(0.999130, 0.998164)
(1.001267, 1.002498)

Era{188}: --------------------
(1.000215, 1.000467)
(1.000707, 1.001334)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000955, 1.001915)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{189}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{190}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{191}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{192}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(0.999411, 0.998749)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{193}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(1.000892, 1.001864)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{194}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(1.000639, 1.001314)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{195}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{196}: --------------------
(1.000215, 1.000467)
(0.999992, 0.999879)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{197}: --------------------
(1.000215, 1.000467)
(1.000214, 1.000481)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999129, 0.998292)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{198}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(1.000543, 1.001153)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000658, 1.001262)
(0.999902, 0.999904)
(0.999718, 0.999489)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.001267, 1.002498)

Era{199}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(1.000892, 1.001840)
(0.999864, 0.999772)
(0.999225, 0.998432)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000448, 1.000889)
(0.999902, 0.999904)
(0.999718, 0.999489)
(1.001060, 1.002018)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.000084, 1.000271)

Era{200}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(0.999876, 0.999658)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000448, 1.000889)
(0.999902, 0.999904)
(0.999718, 0.999489)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(1.000084, 1.000271)

Era{201}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(0.999876, 0.999658)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999477, 0.998918)
(0.999728, 0.999427)
(1.000041, 1.000031)
(1.000448, 1.000889)
(1.000369, 1.000781)
(0.999718, 0.999489)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{202}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(1.000480, 1.000970)
(0.999728, 0.999427)
(0.999603, 0.999187)
(1.000448, 1.000889)
(1.000369, 1.000781)
(0.999718, 0.999489)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999553, 0.998954)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{203}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(1.000481, 1.001012)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999728, 0.999427)
(0.999603, 0.999187)
(1.000448, 1.000889)
(1.000369, 1.000781)
(0.999718, 0.999489)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{204}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999728, 0.999427)
(0.999603, 0.999187)
(1.000448, 1.000889)
(1.000369, 1.000781)
(1.000179, 1.000363)
(0.999912, 0.999802)
(1.000031, 1.000101)
(1.000627, 1.001313)
(0.999427, 0.998840)
(0.999995, 1.000042)
(0.999708, 0.999379)
(0.999863, 0.999725)

Era{205}: --------------------
(1.000215, 1.000467)
(0.999545, 0.999105)
(0.999698, 0.999434)
(1.000190, 1.000357)
(0.999864, 0.999772)
(1.000679, 1.001351)
(1.000158, 1.000353)
(0.999831, 0.999690)
(0.999728, 0.999427)
(0.999603, 0.999187)
(0.999979, 0.999999)
